nama_fakultas,id_prodi,nama_prodi,judul,penulis,pembimbing_pertama,pembimbing_kedua,abstrak,abstrak_inggris
Pertanian,2,Teknologi Industri Pertanian,PREFERENSI KONSUMEN TERHADAP KRUPUK TAHU DI SIDOARJO,M. AMALIS DICKY FIRMANSYAH,"Iffan Maflahah, S.TP. M.si","Ir. Muhammad Fakhry, MP","Krupuk tahu adalah produk olahan yang berbahan dasar tahu sebagai bahan utamanya. Penelitian ini bertujuan untuk mengetahui kesukaan konsumen terhadap krupuk tahu Di Sidoarjo. Metode pengumpulan data dengan wawancara dan observasi. Analisis data menggunakan analisis deskriptif kualitatif yang digunakan untuk menggambarkan karakteristik responden dan preferensi konsumen terhadap krupuk tahu Sidoarjo dan analisis SWOT. Atribut produk yang digunakan warna, rasa, tekstur dan aroma. Perferensi konsumen pada produk krupuk tahu atribut warna, aroma, rasa dan tekstur.","Crackers know is a processed product made from basic to know as a main ingredient. This study aims to determine consumer preferences towards crackers know in Sidoarjo. Methods of data collection by interview and observation. Analysis of data using qualitative descriptive analysis that is used to describe the characteristics of respondents and consumer preferences on crackers know Sidoarjo and SWOT analysis of the industry using the four crackers know in Sidoarjo. Based on product attributes include color, flavor, texture and aroma. assessment studies indicate that consumer preference attributes include the vulnerable 21-30 year age, the type of work that the students, and male gender. Perferensi consumers on product B is preferred to attribute the color and aroma, while consumer preferences in product A is preferred in taste and texture attributes."
Pertanian,2,Teknologi Industri Pertanian,SIFAT SENSORIS MI TEPUNG PISANG KEPOK KUNING (MUSA PARADISIACA N) DENGAN PENAMBAHAN GATHOTHAN,LISA YUNIA SARI,"SUPRIYANTO, STP., MP","BURHAN, STP,. MT","Penelitian ini bertujuan untuk mengetahui pengaruh komposisi tepung pisang, gatohan dan air terhadap sifat sensoris mi yang dihasilkan dan mengetahui sifat sensoris apa yang mendominasi tingkat kesukaan. Pada penelitian ini dilakukan pencampuran dengan proporsi air dan gathothan (1:7, 1:8 dan 1:9) dan proporsi tepung pisang (1:1,10 dan 1:1,20). Parameter yang diukur dalam pengujian hedonik adalah warna, aroma, rasa, tekstur dan kesukaan keseluruhan. Untuk mengetahui sifat sensoris apa yang mendominasi menggunakan metode regresi PLS (Partial Least Square). Hasil yang diperoleh dalam pengujian secara hedonik menunjukkan bahwa komposisi tepung pisang berpengaruh terhadap warna dan tekstur mi tepung pisang. Secara keseluruhan panelis lebih menyukai mi tepung pisang dengan perbandingan air (1:9) dan tepung pisang (1:1,20). Hasil analisis dengan menggunakan metode Partial Least Square menunjukkan bahwa faktor yang lebih mendominasi tingkat kesukaan pada mi tepung pisang adalah rasa (0,29792) dan tekstur (0,25314).","This study aims to determine the effect of the composition of banana flour, and water to the properties gatothan based on hedonic test. And to know what sensory properties dominate the level of consumer preferences using the Partial Least Square (PLS). In this study, the proportion of water and gathothan (1:7, 1:8 and 1:9) and the proportion of banana flour (1:1,10 and 1:1,20). Parameters used in the hedonic testing are the colour, aroma, flavor, texture and the whole of pleasure. To find out what dominates the sensory properties using PLS regression method (Partial Least Square). The results obtained in hedonic testing showed that banana starch composition affect the color and texture of banana flour noodles. The panelists preferred the banana flour noodles with water ratio (1:9) and banana flour (1:1,20). The results of the analysis by using Partial Least Square method showed that sensory factors which dominates consumer preference level is the flavor (0,29792) and texture (0,25314) of the banana noodles."
Pertanian,2,Teknologi Industri Pertanian,"Analisis tekstural dan cooking quality mi berbahan baku tepung 
gembili (Dioscorea esculenta) dan tepung termodifikasi fungi",EKA ANISSUWARI R,BURHAN STP.MT,"Ir. UMI PURWANDARI. M.App.Sc.,PhD","Gembili (Dioscorea esculenta) merupakan satu diantara berbagai jenis tanaman yang berpotensi untuk dikembangkan sebagai sumber pangan pokok alternatif, karena bagian umbi tanaman ini memiliki kandungan karbohidrat yang tinggi. Tujuan dari penelitian ini adalah untuk mengetahui pengaruh campuran tepung gembili, singkong termodifikasi dan air (gelatinisasi) terhadap cooking quality dan uji tekstur mi gembili. Proporsi perbandingan yang digunakan untuk gathotan dan air 1:7, 1:8 , 1:9 dan perbandingan proporsi tepung gembili dan gel adalah 1:1 dan 1:1,25. Parameter uji yang digunakan yaitu uji cooking quality yang terdiri dari cooking time dan cooking loss, sedangkan untuk uji tekstur yang digunakan adalah hardness (kekerasan) dan adhesiveness (kelengketan). Analisis data dilakukan dengan menggunakan spss 16 dengan ANOVA dengan taraf beda 5% lalu dilakukan uji tukey apabila nilai signifikan masing-masing parameter (P < 0,05). Hasil yang diperoleh proporsi perbandingan tepung gembili, singkong termodifikasi dan air mempengaruhi pada uji cooking time, hal ini dipengaruhi oleh semakin banyaknya tepung yang digunakan pada pembuatan mi gembili. Pada proporsi perbandingan tepung gembili dan singkong termodifikasi serta proporsi air tidak mempengaruhi pada uji cooking loss, hal ini dipengaruhi jumlah tepung yang dicampurkan tidak terlalu banyak. Pada proporsi tepung gembili, singkong termodifikasi dan air mempengaruhi hardness, hal ini dikarenakan semakin banyak tepung maka nilai dari hardness akan semakin tinggi. Perbandingan pada proporsi tepung gembili dan gelatinisasi mempengaruhi pada uji adhesiveness, hal ini dikarenakan semakin banyak air yang dicampurkan maka akan semakin tinggi nilai adhesiveness. Kata kunci : mi, gembili, cooking quality, tekstur","Gembili (Dioscorea esculenta) is one among the various types of plants that have the potential to be developed as an alternative staple food source, as part of the tuber crop has a high carbohydrate content. The purpose of this study was to determine the effect of the flour mixture gembili, modified cassava and water (gelatinization) of the cooking quality and texture of the noodles gembili test. The proportion of comparison used to gathotan and water 1:7, 1:8, 1:9 and the ratio of the proportion of flour and gel gembili is 1:1 and 1:1,25. Test parameters used are cooking quality test which consists of cooking time and cooking loss, while the texture used for the test is hardness (hardness) and adhesiveness (stickiness). Data analysis was performed using SPSS 16 with ANOVA with a different level of 5% and Tukey test if the significant value of each parameter (P <0.05). The results obtained by comparison of the proportion of gembili flour, cassava modified and water affect the cooking time test, it is influenced by the increasing number of flour used in the manufacture of gembili noodles. In the comparison of the proportion of flour and cassava modified gembili and does not affect the proportion of water in cooking loss test, it is influenced by the amount of flour that is mixed is not too much. In proportion gembili flour, cassava modified and affect water hardness, this is because more and more flour then the value of the higher hardness. Comparison of the proportion of flour and gelatinization gembili affect the adhesiveness test, this is because the more water that is mixed with the higher value of adhesiveness. Keywords: noodles, gembili, cooking quality, texture."
Pertanian,2,Teknologi Industri Pertanian,"UJI KANDUNGAN RHODAMIN B 
TOTAL MIKROBA DAN BAKTERI COLIFORM
PADA TERASI YANG BEREDAR DI KABUPATEN BANGKALAN",Kamalatul Khorriyah,Askur Rahman STP. MP,Millatul Ulya STP. MT,"Terasi atau belacan adalah bumbu masak yang terbuat dari ikan atau udang renik yang difermentasi. Bentuknya seperti pasta berwarna hitam-coklat, terkadang ditambah dengan bahan pewarna sehingga menjadi kemerahan, tetapi pewarna yang digunakan terkadang berbahaya seperti Rhodamin B. Di samping adanya Rhodamin B pada terasi masih terdapat juga bakteri yang dapat mengganggu kesehatan manusia, salah satunya bakteri E.coli. Tujuan penelitian yaitu untuk mengetahui kandungan Rhodamin B, Total Mikroba dan bakteri Coliform pada terasi. Sampel terasi diambil secara sengaja (purposive) pada pasar Kamal, pasar Bangkalan, pasar Tanah Merah, pasar Blega di Kabupaten Bangkalan masing-masing 1 sampel pada 2 penjual terasi. Parameter pengamatan yang dilakukan meliputi: Uji kandungan Rhodamin B secara kualitatif dan kuantitatif, penentuan Total Mikroba, uji kandungan bakteri Coliform. Hasil uji Rhodamin B secara Kualitatif terdapat 2 sampel yang positif mengandung Rhodamin B. Hasil uji Rhodamin B secara Kuantitatif pada masing-masing sampel yang positif yaitu 0,8569 ppm dan 0,9785 ppm. Hasil Total Mikroba tertinggi yaitu 82,7 x 102 cfu/g dan terendah 11 x 102 cfu/g. Hasil uji bakteri coliform menunjukkan negatif pada semua sampel. Kata Kunci: Terasi, Rhodamin B, Total Mikroba, dan Bakteri Coliform","‘Terasi’ or ‘belacan‘ (Shrimp paste) is a traditional seasoning made from microscopic fermented fish or shrimp. In appearance it is a black-brown paste, sometimes coupled with dye that makes it red. Yet, sometimes harmful dyes, such as Rhodamine B, are used. Besides the presence of shrimp, in Rhodamine B there are bacteria that can harm human health, among others E. coli bacteria. The purpose of this study was to determine the total content of Rhodamine B microbial and coliform bacteria in shrimp paste. The probes of shrimp paste were taken intentionally (purposive) on markets in Kamal, Bangkalan, Tanah Merah, and Blega, all in Bangkalan regency. The probes for one sample (one market) were taken from two different terasi paste sellers. The observation parameters include: Test of Rhodamine B content of the qualitative and quantitative determination of the total microbial, coliform bacteria substance test. Rhodamine B test results are qualitative, there are two positive samples containing Rhodamine B. Rhodamine B test results are quantitative: Each positive sample contains 0.8569 ppm and 0.9785 ppm. The highest total of microbial bacteria is 82.7 x 102 cfu / g, and the lowest 11 x 102 cfu / g. Coliform bacteria test results were negative in all samples. Keywords: Terasi, Rhodamine B, Total Microbial, and Coliform Bacteria"
Pertanian,2,Teknologi Industri Pertanian,ANALISA INDEKS GLISEMIK DAN ANTIOKSIDAN MI BEBAS GLUTEN TEPUNG PISANG KEPOK KUNING,UUL FARIDA,"RAKHMAWATI. STP., MT","Ir. UMI PURWANDARI. M.App.Sc.,P.hD","Tingkat konsumsi mi terigu di Indonesia sangat tinggi sehingga tingkat impor terigu semakin tahun semakin tinggi. Karena itu dibutuhkan alternatif bahan pangan penganti terigu salah satunya adalah tepung pisang yang memiliki kandungan vitamin, mineral, dan pisang merupakan sumber pati resistan dan senyawa fenolik. Penelitian ini menguji indeks glisemik dan antioksidan mi pisang yang terbuat dengan tepung singkong termodifikasi sebagai agen pembentuk tekstur dengan proporsi perbandingan tepung singkong termodifikasi dan air (gel) 1:9 serta proporsi gel dan tepung pisang 1:1,20. Indeks glisemik diukur menggunakan 10 panelis terdiri dari 3 laki-laki dan 7 perempuan non diabetes dengan BMI 19-24 dan umur 20-22 tahun. Roti terigu digunakan sebagai kontrol. Pada penelitian ini, hasil analisis variansi waktu berpengaruh nyata terhadap nilai kadar gula darah (P<0,05). Nilai indeks glisemik mencapai 98,17 mg/dL, yang kemungkinan besar disebabkan oleh tepung singkong termodifikasi yang digunakan sebagai pembentuk tekstur mi. Aktivitas antioksidan diperoleh dengan metode DPPH untuk mengetahui presentasi inhibisi, ekivalen vitamin E dan kadar fenol yang ada pada mi pisang. Aktivitas antioksidan mi pisang mencapai 91,6135±0,1289 % inhibisi, dengan ekivalen vitamin E 54,6056±0,0805 mg/100g dan kadar fenol 304,3300±1,7873 mg/100g. Kata kunci: tepung pisang, singkong termodifikasi, indeks glisemik, aktivitas antioksidan","The level konsumsion or noodle is needed for wheat flour very high so the level import wheat flour for the next years very higest so that we needed alternative the material to substitute from wheat flour that are banana flour it’s contains vitamin, mineral, and also banana is a resources pati resisten and a fenolik. The research the examine indeks glisemik and antioxidant prom banana noodle which are made of cassava flour and thand modification to made a tekstur with consederation proporsion between cassava flour and water (1:9) and gel proporsion with banana flour 1:1,20. Indeks glisemik can measure with use 10 panelists are sugest 3 son an 7 women nothing diabetes with MBI 19-24 and 20-22 tahun. The bread is made of wheat flour as a control. In this research the result of analysis time variation make a real effect from blood sugar levelvaluae (p<0,05). The indeks glisemik value until 98,17 mg/dL it’s may be the biggers a cause of cassava flour which modificasion to use form tekstur from noodle. Aktivitas antioxidant be found with the method DPPH to know the presentation of inhibisi, equivalent vitamint E and content fenol which there are in banana flour. Aktiviti antioxidant banana flour until 91,6135+ 0,1289 % inhibisi, with ekivalen vitamint E 54,6056+0,0805 mg/100g, conten fenol is 304,3300+1,7873 mg/100g"
Pertanian,2,Teknologi Industri Pertanian,"USULAN PERANCANGAN ULANG
TATA LETAK FASILITAS PRODUKSI
MINUMAN SARI ALANG-ALANG UKM R. ROVIT BATU",Wahyuni Lestari,"Millatul Ulya, STP., MT","Iffan Maflahah STP., MSi","Tata letak fasilitas produksi sangat penting untuk diperhatikan karena secara umum industri banyak mengalami kendala dalam hal jarak pemindahan bahan baku (material handling) serta terdapat aliran pemindahan bahan yang berpotongan (cross movement) dikarenakan tata letak mesin yang kurang teratur. Dalam penelitian ini, obyek yang diamati yaitu UKM R. Rovit yang memiliki jarak tempuh antar stasiun cukup besar, terjadi cross movement serta ruang pengemasan primer yang berdekatan dengan toilet. Tujuan penelitian ini adalah untuk merancang ulang tata letak fasilitas produksi UKM R. Rovit Batu yang lebih efektif dilihat dari keterkaitan hubungan antar proses produksi serta jarak perpindahan bahan untuk mengurangi ongkos material handling. Pemecahan permasalahan menggunakan Blocplan 90 dengan perhitungan jarak material handling yang digunakan yaitu jarak Rectilinear. Dipilih alternatif tata letak usulan ke 15 karena memiliki skor kedekatan tertinggi yaitu 0.87. dari hasil perhitungan terjadi penurunan Ongkos Material Handling(OMH) dari tata letak awal dengan tata letak usulan sebesar Rp. 82.753,985 atau setara 53,11 %. Terjadi penurunan jarak yaitu dari 70,875 meter menjadi 38,42 meter.","The layout of production facilities is very important to note because generally industry have many obstacles in terms of distance transfer of raw material (material handling) and there is a flow of material removal that intersect (cross movement) cause of the layout of the engine is less regular. In this study, the observed object is UKM R. Rovit which have mileage between stations is quite large, cross movement occurs and primary packaging space adjacent to the toilet. The purpose of this study is to redesign the layout of production facilities UKM R. Rovit Batu more effectively seen from the inter-relationship between production processes and materials to reduce the distance moving material handling costs. Solving problems using Blocplan 90 with the distance calculation used is a material handling Rectilinear distance. Selected alternatives to the proposed layout of the 15 because it has the highest proximity score is 0.87. from the calculation of a decline in Cost Material Handling (CMH) of the initial layout of the proposed layout of Rp. 82753.985 53.11% or equivalent. There was a decrease of distance is 70.875 meters to 38.42 meters."
Pertanian,2,Teknologi Industri Pertanian,KARAKTERISTIK TEKSTURAL DAN COOKING QUALITY MI PISANG KEPOK KUNING DENGAN TEPUNG SINGKONG TERMODIFIKASI SEBAGAI PEMBENTUK TEKSTUR,VIERDHA PRAVIT PUTRI DIANING,"IFFAN MAFLAHAH, STP., M.SI","Ir. UMI PURWANDARI, M.APP.SC., P.HD","Mi merupakan makanan yang cukup digemari oleh masyarakat di Indonesia. Tingkat konsumsi mi di Indonesia pada tahun 2013 mencapai 13.700.000 bungkus. Tujuan dari penelitian ini yaitu menentukan mi pisang kepok kuning yang memiliki karakteristik tekstural dan cooking time terbaik di antara perlakuan-perlakuan yang dikaji. Faktor dalam penelitian ini adalah proporsi tepung singkong termodifikasi dan air (gel) serta proporsi gel dan tepung pisang. Proporsi tepung singkong termodifikasi dan air adalah 1:7; 1:8; 1:9 serta proporsi gel dan tepung pisang adalah 1:1,10 dan 1:1,20. Penelitian ini menguji tingkat tekstural hardness dan adhesiveness pada mi pisang menggunakan texture analyzer. Dan, tingkat cooking time, cooking loss, dan absorpsi air pada mi pisang. Rancangan percobaan menggunakan rancangan acak lengkap faktorial. Hardness mi pisang berkisar antara 2049 g pada formulasi (1:8)(1:1,20) hingga 2606 g pada formulasi (1:7)(1:1,10), proporsi tepung singkong termodifikasi dan air berpengaruh nyata terhadap pembentukan sifat hardness mi. Adhesiveness mi pisang berkisar antara -19,600 g pada formulasi (1:7)(1:1,20) hingga -52,600 g (1:7)(1:1,10), proporsi gel dan tepung pisang berpengaruh nyata terhadap pembentukan sifat adhesiveness mi. Cooking time mi pisang berkisar antara 1290 detik pada formulasi (1:8)(1:1,10) hingga 1470 detik (1:9)(1:1,20), proporsi gel dan tepung pisang berpengaruh nyata terhadap pembentukan cooking time mi. Cooking loss mi pisang berkisar antara 32,680 % pada formulasi (1:8)(1:1,20) hingga 65,377 % (1:8)(1:1,10), proporsi tepung singkong termodifikasi dan air serta proporsi gel dan tepung pisang berpengaruh nyata terhadap pembentukan cooking time mi. Absorpsi mi pisang berkisar antara 118,797 % pada formulasi (1:7)(1:1,10) hingga 221,727 % (1:9)(1:1,10), proporsi tepung singkong termodifikasi dan air serta proporsi gel dan tepung pisang tidak berpengaruh nyata terhadap pembentukan cooking time mi.","Noodles is enough food favored by the people of Indonesia. Noodle consumption levels in Indonesia in 2013 reached 13.7 million packs. The purpose of this research is determining banana yellow kepok noodles that have textural characteristics and the best cooking time between a treatments in this research. There are 2 factor in this research, the proportion of modified cassava flour and water (gel) and the proportion of gel and banana flour. The proportion of modified cassava flour and water is 1:7; 1:8; 1:9 and the proportion of gel and banana flour is 1:1,10 and 1:1,20. This study examined the level of textural hardness and adhesiveness to the banana noodles using a texture analyzer. And, the level of cooking time, cooking loss and water absorption in banana noodles. The design of the experiment using a completely randomized factorial design. Hardness banana noodles ranged from 2049 g in the formulation (1:8) (1:1,20) up to 2606 g in the formulation (1:7) (1:1,10), the proportion of modified cassava flour and water significantly affect the formation hardness banana noodles. Adhesiveness banana noodles ranged from -19.600 g of the formulation (1:7) (1:1,20) to -52.600 g (1:7) (1:1,10), the proportion of gel and banana flour significantly affect the formation of adhesiveness banana noodles. Cooking time banana noodles ranged from 1290 seconds on formulation (1:8) (1:1,10) to 1470 seconds (1:9) (1:1,20), the proportion of gel and banana flour significantly affect the formation of cooking time banana noodles. Cooking loss banana noodles ranged from 32.680% in the formulation (1:8) (1:1,20) to 65.377% (1:8) (1:1,10), the proportion of modified cassava flour and water and the proportion of gel and banana flour significant effect on the formation of noodles cooking time. Water absorption banana noodles ranged from 118.797% of the formulation (1:7) (1:1,10) to 221.727% (1:9) (1:1,10), the proportion of modified cassava flour and water and the proportion of gel and banana flour was not significant effect on the formation of cooking time banana noodles."
Pertanian,2,Teknologi Industri Pertanian,ANALISIS FAKTOR-FAKTOR DAYA TARIK KEMASAN GULA MERAH TERHADAP MINAT PEMBELIAN ULANG KONSUMEN,Sumrotul Hoiriyah,"Banun Diyah Probowati, S. TP., M. Si",Ir. Umi Purwandari. M. App. Sc. Ph. D,"Gula merah merupakan kebutuhan pokok manusia yang selalu mengalami perubahan yang cenderung meningkat. Gula merah tersebut diproduksi dari kota Sumenep yang diexpor ke Kabupaten Sampang dan sekitarnya. Gula merah yang dijual di pasaran kebanyakan gula merah tanpa kemasan atau gula merah yang belum dikemas. Kemasan sangat penting dalam meningkatkan nilai gula merah. Faktor-faktor yang ada pada kemasan yaitu warna, desain, bentuk, ukuran, material fisik dan informasi dalam label. Penelitian ini bertujuan seberapa besar pengaruh faktor-faktor kemasan terhadap minat pembelian ulang dengan menggunakan metode analisis regresi linear berganda. Hasil penelitian ini menyimpulkan bahwa berdasarkan warna kemasan berdampak pada peningkatan terhadap minat pembelian ulang sebesar 0,714, desain kemasan berdampak pada peningkatan terhadap minat pembelian ulang sebesar 0,171, material fisik berdampak pada peningkatan terhadap minat pembelian ulang sebesar 0,473, informasi dalam label berdampak pada peningkatan terhadap minat pembelian ulang sebesar 0,409, bentuk berdampak pada penurunan terhadap minat pembelian ulang sebesar -0,219 dan pada ukuran berdampak pada penurunan terhadap minat pembelian ulang sebesar -0,047. Jadi faktor-faktor yang lebih dominan adalah warna, desain, material fisik informasi dalam label.","Brown sugar is human’s daily need that tends to increasingly change. The brown sugar is produced in Sumenep and delivered widely to Sampang region and surrounds it. The brown sugar sold in market is usally unpackaged brown sugar or not yet packaged. Packaging is important to increase the value of brown sugar itself. Factors exist in packaging is color, design, shape, size, physical material and information written on the label. The purpose of this study is to determine the amount influence of packaging factors on re-purchasing interest by applying multiple linear regressions analysis method. The result states that the color of package influences the increasing of re-purchasing interest of 0,714, packaging design influences the increasing of re-purchasing interest of 0,171, physical material influences the increasing of re-purchasing interest of 0,473, information writer on a label influences the increasing of re-purchasing interest of 0,409, shape influences the increasing of re-purchasing interest of -0,219 and size influences the increasing of re-purchasing interest of -0,047. So, the dominant factors are color, design, physical material and information written on a label."
Pertanian,2,Teknologi Industri Pertanian,KARAKTERISTIK TEKSTURAL MI SUKUN (Artocarpus communis) DENGAN TEPUNG SINGKONG TERMODIFIKASI SEBAGAI AGEN PEMBENTUK TEKSTUR,Akh Khoiri,"Ir. Umi Purwandari, M.App.Sc.Ph.D","Rahmat Fajar Sidik, M. Si","Salah satu alternatif untuk mengurangi ketergantungan terhadap impor terigu, dan membuat diversifikasi olahan sukun, adalah dengan membuat mi dari tepung sukun, dengan penambahan tepung singkong termodifikasi oleh fungi. Faktor yang dikaji adalah proporsi tepung singkong termodifikasi dan air dalam tepung pre-gelatinisasi, yaitu 1:4, 1:5, dan 1:6. Faktor kedua yang dikaji adalah proporsi tepung pre-gelatinisasi dan tepung sukun, yaitu 10:10, 10:11, 10:12. Parameter tekstural yang diukur adalah hardness, adhesiveness, dan elongasi, menggunakan Texture Analyzer TAXT-Plus (Stable Micro System). Hasil menunjukkan bahwa terdapat pengaruh nyata (p<0,05) interaksi proporsi air dalam tepung pre-gelatinisasi dan proporsi tepung pre-gelatinisasi dengan tepung sukun. Hardness mi sukun bervariasi dari 2520 g (tepung singkong termodifikasi:air = 1:4; dan tepung pre-gelatinisasi:tepung sukun = 10:12) hingga 5074 g (tepung singkong termodifikasi:air = 1:6; dan tepung pre-gelatinisasi:tepung sukun = 10:12). Adhesiveness mi sukun paling rendah adalah -458,239 g (tepung singkong termodifikasi: air = 1:6; dan tepung pre-gelatinisasi:tepung sukun = 10:11), dan yang tertinggi adalah -1097g (tepung singkong termodifikasi: air = 1:4; dan tepung pre-gelatinisasi:tepung sukun = 10:11). Elongasi mi sukun 48,10% (tepung singkong termodifikasi: air = 1:5; dan tepung pre-gelatinisasi:tepung sukun = 10:11). Mi tepung sukun secara umum lebih keras, lebih lengket dan kurang elastis dibandingkan mi terigu. Kata kunci: tepung sukun, tepung singkong termodifikasi, air, tekstur","Salah Satu alternatif untuk * Mengurangi ketergantungan terhadap impor terigu, Dan membuat Diversifikasi olahan sukun, adalah Artikel Baru membuat mi Bahasa Dari Tepung sukun, Artikel Baru penambahan Tepung singkong termodifikasi jamur Oleh. Faktor Yang dikaji adalah proporsi Tepung singkong termodifikasi Dan udara Dalam, Tepung pra-gelatinisasi, yaitu 1:04, 1:05, Dan 01:06. Faktor kedua Yang dikaji adalah proporsi Tepung pra-gelatinisasi Dan Tepung sukun, yaitu 10:10, 10:11, 10:12. Parameter tekstural Yang diukur adalah kekerasan, kelengketan, Dan elongasi, menggunakan Texture Analyzer taxt-Plus (Sistem Micro Stabil). HASIL menunjukkan bahwa terdapat pengaruh Nyata (p <0,05) Interaksi proporsi udara Dalam, Tepung pra-gelatinisasi Dan proporsi Tepung pra-gelatinisasi Artikel Baru Tepung sukun. Kekerasan mi sukun Bervariasi Bahasa Dari 2.520 g (Tepung singkong termodifikasi: udara = 1:04, Dan Tepung pra-gelatinisasi: Tepung sukun = 10:12) hingga 5074 g (Tepung singkong termodifikasi: udara = 1:6; Dan Tepung pra-gelatinisasi : Tepung sukun = 10:12). Kelengketan mi sukun memucat rendah adalah -458.239 g (Tepung singkong termodifikasi: udara = 1:6; Dan Tepung pra-gelatinisasi: Tepung sukun = 10:11), Dan Yang tertinggi adalah-1097g (Tepung singkong termodifikasi: udara = 01:04 , Dan Tepung pra-gelatinisasi: Tepung sukun = 10:11). Elongasi mi sukun 48,10% (Tepung singkong termodifikasi: udara = 1:5; Dan Tepung pra-gelatinisasi: Tepung sukun = 10:11). Mi Tepung sukun secara UMUM lebih keras, lebih lengket Dan kurang elastis dibandingkan mi terigu. Kata kunci: Tepung sukun, Tepung singkong termodifikasi, udara, tekstur"
Pertanian,2,Teknologi Industri Pertanian,ANALISIS PREFERENSI KONSUMEN PISANG GORENG KREMES UD PONTIA DENGAN MENGGUNAKAN METODE KANO,Rendy Erwinsyah Putra,"BURHAN, S.TP., MT","BANUN DIYAH PROBOWATI, S.TP., M,SI","Usaha Kecil Menengah (UKM) adalah kegiatan ekonomi rakyat yang berskala kecil dan memiliki peranan penting dalam lajunya perekonomian masnyarakat dan sangat membantu negara/pemerintah dalam hal penciptaan lapangan kerja baru dan mendukung pendapatan rumah tangga. Salah satu UKM yang bergerak di bidang pangan adalah pisang goreng kremes rasa-rasa UD.PONTIA. Dalam pengembangan usaha salah satu faktor yang perlu diperhatikan adalah keinginan konsumen. Keinginan konsumen dapat diketahui dengan perilaku dan preferensi konsumen. Untuk mengetahui preferensi konsumen dapat dilakukan dengan metode KANO. Penelitian ini bertujuan untuk mengetahui parameter yang mempengaruhi keputusan konsumen dalam pembelian produk dan mengetahui atribut yang harus dipertahankan dan diperbaiki dalam produk UD.PONTIA. Pengumpulan data penelitian secara primer dan sekunder dengan hasil terdapat 13 atribut yang termasuk kategori indifferent, 2 atribut yang termasuk dalam kategori must be dan 6 atribut yang termasuk kategori one dimensional. Dalam penghitungan koefisien kepuasan konsumen (CSC) atribut yang berada pada kepuasaan konsumen paling tinggi adalah jenis rasa dan atribut yang berada pada ketidakpuasaan paling tinggi adalah tempat menampung konsumen. Jadi dapat disimpulkan parameter yang mempengaruhi pengambilan keputusan konsumen dalam pembelian produk adalah kemasan, rasa, jaminan, harga, pelayanan dan tempat. Sedangkan atribut yang harus dipertahankan adalah jenis rasa, kualitas rasa, variasi rasa coklat keju, hygienitas produk, keramahan dan kecepatan karyawan dan atribut yang harus diperbaiki adalah tempat pemasaran serta tempat untuk menampung konsumen.",
Pertanian,2,Teknologi Industri Pertanian,OPTIMASI PRODUKSI MINYAK KELAPA MURNI (VCO) DENGAN KOMBINASI KADAR INOKULUM RAGI TAPE  DAN KONSENTRASI SANTAN,Syakur,"Ir. Umi Purwandari, M. App. Sc. PhD",Banun Diyah Probowati. STP. Msi,"ABSTRAK Virgin Coconut Oil (VCO) merupakan salah satu minyak yang mempunyai banyak manfaat bagi kehidupan manusia, karena mempunyai kandungan asam laurat dan asam miristat ,serta asam kaproat, asam kaprilat, dan asam kaprat yang tinggi, sehingga mampu mengatasi obesitas, karena asam lemak tersebut langsung dibakar oleh tubuh dan menghasilkan energi. Dalam hal ini Permasalahan yang timbul adalah bagaimana cara mengetahui nilai dan perhitungan optimasi minyak kelapa murni (VCO) menggunakan metode respon permukaan dengan pengukuran warna/kejernihan, bau, angka peroksida, keasaman, dan rendemen hasil minyak kelapa murni (VCO)? Tujuan dari penelitian ini adalah Memperoleh nilai optimasi produksi minyak kelapa murni (VCO) sebagai akibat kadar ragi tape, dan kekentalan santan, menggunakan metode respon permukaan dan Mengetahui pengaruh kadar inokulum ragi tape terhadap optimasi produksi minyak kelapa murni (VCO). Sampel yang digunakan adalah Hancuran daging buah kelapa lalu ditambah air dengan perbandingan 1:1, 1:1,5, 1:2, 1:2,5, 1:3. kemudian dicampur dengan starter ragi tape masing-masing 15%, 20%, 25% dan 30%. dan 35%, kombinasi tersebut di fermentasi dan dianalisis dengan metode respon permukaan (RSM). Hasil penelitian diperoleh bahwa dengan kombinasi yang berbeda akan mempengaruhi kualitas VCO, yaitu dengan bertambahnya kadar dari kombinasi antara konsentrasi santan dan kadar inokulum ragi tape berpengaruh pada kadar air, angka keasaman,angka peroksida, dan kadar/rendemen VCO. Dari hasil penelitian diketahui bahwa kadar inokulum tebaik untuk hasil VCO optimum adalah 25% dan konsentrasi santan 1:2. Kata kunci: Virgin coconut oil(VCO), Kadar inokulum, Konsentrasi santan, Metode respon permukaan (RSM)",
