id,penulis,judul,abstrak id,abstrak en,pembimbing_pertama,pembimbing_kedua,prodi
070341100018,KIRNO MARJUKI,"ANALISA KANDUNGAN GIZI DAN SENYAWA BIOAKTIF KEONG BAKAU (Telescopium telescopium) DI PERAIRAN SEPULU DAN SOCAH
KABUPATEN BANGKALAN
","Keong Bakau (Telescopium telescopium), merupakan salah satu jenis gastropoda yang ditemukan dalam jumlah melimpah pada daerah bakau dan tambak. Biota ini memiliki nilai ekonomis dan banyak dikonsumsi dijadikan lauk pauk, serta memiliki khasiat sebagai obat asma. Tujuan dari penelitian ini adalah untuk menganalisis kandungan proksimat Telescopium telescopium di perairan Sepulu dan Socah, serta senyawa bioaktif Telescopium telescopium. Hasil analisa proksimat pada perairan Sepulu memiliki protein sebesar 12,43%, lemak 4,12%, kadar air 77,08%, kadar abu 2,77%, dan karbohidrat 3,60%. Hasil analisa proksimat di perairan Socah didapatkan protein sebesar 12,26%, lemak 4,60%, kadar air 77,66%, dan kadar abu 2,50%, serta karbohidrat 2,98%. Ekstrak kasar dengan pelarut metanol pada perairan Sepulu dan Socah yang dikomposit, didapatkan rendemen sebesar 0,27%. Hasil uji senyawa bioaktif ekstrak kasar daging Telescopium telescopium adalah alkaloid, steroid, flavonoid, gula pereduksi, dan ninhidrin. Sedangkan untuk senyawa fenol hidrokuinon, karbohidrat, peptide, saponin, dan tannin tidak terdeteksi.

Kata kunci : Telescopium telescopium, Analisa Proksimat, Senyawa Bioaktif.","Mangrove shells (Telescopium telescopium), are on of gastrophodes which are found in large quantities in mangrove areas and fish ponds. These shells has economical value and are consumed as dishes, and also has the avantage as asthma medicine. The purpose of this researchs are to analyse the content of proximate and bioactive compounds Telescopium telescopium in Sepulu and Socah. The result of proximate analysis in Sepulu coastal, have the protein about 12,43%, fat 4,12 %, water content 77,08 %, ash degree 2,77 %, and carbohydrate 3,60 %. The result of proximate analysis in Socah coastal, have the protein about 12,26 %, fat 4,60 %, water content 77,66 %, ash 2,50 %, and carbohydrate 2,98%. The crude extract abtained was added methanol solution has yield of about 0,27%. The result of the bioactive compounds of crude extract Telescopium telescopium are alkaloids, steroids, flavonoids, reducting sugars, and ninhydrin. While hidrokuinone phenol compounds carbohydrates, peptides, saponins, and tannins are not detected.

Keywords : Telescopium telescopium, Analysis Proxsimates, Compound Bioactive.","Hafiluddin, S.Pi., M.Si","Haryo Triajie, S.Pi., M.Si",Ilmu Kelautan
080341100014,MOHAMMAD FATHONI,PENYUSUNAN MODEL ALGORITMA PENDUGA KONSENTRASI KLOROFIL-A MENGGUNAKAN CITRA SATELIT ASTER DI PERAIRAN KWANYAR BANGKALAN,"ABSTRAK


Dinamisnya pembangunan dan eksploitasi kawasan pesisir secara besar-besaran dapat menyebabkan penurunan kondisi fungsi ekosistem perairan. Hal tersebut akan merugikan manusia. Potensi bahaya yang dapat terjadi menuntut adanya sistem kontrol yang baik, salah satunya dengan memantau kualitas perairan pesisir secara berkesinambungan. Teknologi penginderaan jauh adalah metode yang cukup baik dalam memantau kualitas air. Pemanfaatan citra satelit ASTER dengan 14 band, informasi oseanografi yang diperoleh diharapkan akan lebih baik dan akurat. Penelitian ini mencoba menggali potensi aplikasi data citra satelit ASTER untuk menentukan salah satu parameter kualitas air yaitu konsentrasi klorofil-a. Penelitian ini bertujuan merancang dan membuat model algoritma penduga konsentrasi klorofil-a serta menganalisis hubungan data lapang dengan respon spektral citra ASTER. Penyusunan algoritma penduga konsentrasi klorofil-a pada penelitian ini menggunakan kombinasi band (Bandaktif/Bandreference) dan ((Bandaktif -Bandreference)/(Bandaktif+Bandreference)). Data citra yang digunakan yaitu band 1 dan band 2 sensor satelit citra ASTER. Metode dalam penyusunan algoritma penduga konsentrasi klorofil-a menggunakan metode regresi, dimana metode regresi digunakan untuk memanfaatkan persamaan regresi untuk mengubah nilai pada citra menjadi nilai baru yang menggambarkan kecenderungan fenomena tertentu. Selanjutnya dilakukan pengujian nilai konsentrasi klorofil-a dengan menggunakan uji akurasi dengan metode RMSE. Hasil analisis penelitian algoritma penduga konsentrasi klorofil-a di perairan Kwanyar Kabupaten Bangkalan yaitu [Chl-a] = - 76,780 + 66,164 Ln (B1) – 50,771 Ln (B2) dengan nilai koefisien korelasi dan determinasi (r = 0,591, R = 34,9 %) serta nilai RMSE 2,374. 

Kata kunci: Citra ASTER, Algoritma Penduga Klorofil-a, Metode Regresi.","ABSTRACT


Dynamic development and exploitation of coastal areas on a large scale can cause deterioration of aquatic ecosystems function. It would be detrimental to humans.Potential dangers that can occur requires a good control system, one with coastal water quality monitoring on an ongoing basis. Remote sensing technology is a pretty good method to monitor water quality. Use of ASTER satellite imagery with 14 bands, oceanographic information obtained is expected to be better and more accurate. This study tries to explore the potential application of ASTER satellite image data to determine a water quality parameter is the concentration of chlorophyll-a. This study aims to design and make models of algorithms estimate the concentration of chlorophyll-a and analyze field data relationships with ASTER spectral response image.Preparation of the algorithm estimate chlorophyll-a concentrations in this study using a combination band (Bandaktif/Bandreference) dan ((Bandaktif -Bandreference)/(Bandaktif+Bandreference)). Image data used is band 1 and band 2 satellite sensor ASTER imagery. Probe method in the preparation of algorithms of chlorophyll-a concentration using the regression method, where the regression method used to exploit the value of the regression equation to convert the image into a new value that describes the tendency of certain phenomena. Furthermore, we will do the testing value of chlorophyll-a concentration using the test method accuracy with RMSE. The results of the research analysis algorithms estimate chlorophyll-a concentrations in the waters of the Kwanyar regency Bangkalan [CHL-a] = - 76.780 + 66.164 Ln (B1) - 50.771 Ln (B2) with the coefficient of correlation and determination (r = 0.591, R = 34, 9%) and RMSE value of 2.374. Algorithm is less accurate results, because the ASTER satellite image sensor does not have a blue band and the decision taken by the field sample data does not match the depth of the waters, so that the mathematical transformation carried out is not appropriate.

Key words : image of ASTER, Chlorophyll-a Algorithms estimators, regression 
       method.","Firman Farid Muhsoni, S.Pi., M.Sc","Achmad Fachruddin Syah, S.Pi., M.Si",Ilmu Kelautan
070341100028,RENALDI SATRIA WAHYUDI,"ANALISIS KANDUNGAN GIZI DAN LOGAM BERAT IKAN BELANAK Mugil sp. YANG TERTANGKAP            
 DI PERAIRAN SOCAH
","Berbagai macam kegiatan yang berkaitan dengan keberadaan di perairan Socah seperti aktivitas pelabuhan Tanjung Perak Surabaya dan limbah industri dari Gresik akan memberikan pengaruh terhadap kondisi ikan belanak termasuk perubahan kandungan gizinya. Ikan belanak banyak dan biasa dikonsumsi oleh masyarakat mengingat hasil tangkapannya dapat dijumpai sepanjang tahun. Tujuan dari penelitian ini adalah untuk mengetahui kandungan gizi dan kadungan logam berat ikan belanak (Mugil sp.) yang berada di sekitar perairan Socah. Penelitian ini dilaksanakan pada bulan Januari 2012. Sampel ikan belanak diperoleh dari hasil tangkapan nelayan perairan Socah Kabupaten Bangkalan. Hasil penelitian menunjukkan kandungan gizi ikan belanak (Mugil sp.) ukuran 12 cm dan 25 cm rata-rata kadar air tertinggi didominasi oleh ikan ukuran 12 cm dengan nilai 76,70%; rata-rata kadar abu tertinggi didominasi oleh ikan ukuran 12 cm dengan nilai 2,04%; rata-rata kadar lemak tertinggi didominasi oleh ikan ukuran 12 cm dengan nilai 3,33%; rata-rata kadar protein tertinggi didominasi oleh ikan ukuran 25 cm dengan nilai 19,57%; rata-rata kadar karbohidrat tertinggi didominasi oleh ikan ukuran 25 cm dengan nilai 0,49%. Berdasakan uji Anova ternyata ukuran ikan turut berpengaruh terhadap nilai kandungan protein dan kandungan abu. Hasil uji logam berat Hg dan Pb tidak menunjukkan indikasi tercemarnya logam berat baik pada ikan belanak maupun pada perairan sekitar Socah karena nilainya konsentrasinya kurang dari 0.0001 mg/kg sehingga ikan belanak masih layak dikonsumsi.","A wide range of activities related to the existence of such activity in the waters Socah Surabaya
Tanjung Perak  port  and  industrial waste  from the  company will  give effect to  conditions  including
changes in  mullet  fish  nutritional content. Mullet  fish  a lot  and  usually consumed  by the  public to 
remember  their catch can be found throughout the year. The purpose of this study was to determine the
nutrient content  and heavy metal kadungan mullet  (Mugil  sp)  fishing  in the waters around Socah. The
research was conducted in January 2012. Mullet  fish samples obtained  from  the catch of  fishing waters
Socah Bangkalan. The results of this study indicate the nutrient content of fish mullet (Mugil sp) size of
12 cm and 25 cm on average the highest water content was dominated by fish size of 12 cm with a value
of  76,70%,  on average  the highest  ash content was dominated  by  fish  size of  12  cm with a value of
2,04%, average of the highest fat content was dominated by fish size of 12 cm with a value of 3,33%, on
average,  the highest  protein content  is dominated  by  fish  size of  25  cm with a value of  19,57%, on 
average,  the highest carbohydrate content was dominated by fish size of 25 cm with a value of 0.49%  .
Based on the ANOVA test was the size of the fish also affect the value of protein content and ash content.
The test results of heavy metals Hg and Pb showed no  indication of heavy metal contamination of both
the fish and mullet in the waters around Socah because its value is less concentration of 0.0001 mg / kg,
so fish mullet is still suitable for consumption.","Hafiluddin., S.Pi., M.Si","Prof. Dr. Ir. M. Zainuri., M.Sc",Ilmu Kelautan
080341100023,Khaira Mabrurah,Studi Kepadatan Teritip (Barnacle) Yang Menempel Pada Substrat Batu di Lokasi Yang Berbeda,"ABSTRAK


Teritip merupakan hewan pengotor atau hewan yang mempunyai kemampuan hidup dengan cara menempel (Fouling organism). Pantai berbatu merupakan satu dari lingkungan pesisir dan laut yang subur yang merupakan kombinasi substrat untuk penempelan teritip. Tujuan dari penelitian ini adalah untuk mengetahui jenis dan kepadatan teritip yang menempel pada substrat batu di lokasi yang berbeda. Dari hasil survey ditentukan 3 lokasi pengamatan yaitu 1) perairan Batu Poron Kecamatan Kamal, 2) perairan Junganyar dan 3) perairan Ujung Piring Kecamatan Socah Kabupaten Bangkalan. Metode yang digunakan penelitian ini yaitu pengamatan kepadatan dengan transek 50x50cm2 sebanyak 10 titik dengan jarak 1m tegak lurus kearah laut. Pengukuran parameter fisika-kimia perairan dilakukan dengan cara in-situ dan ex-situ. Hasil analisa teritip pada lokasi Batu Poron berkisar antara 8304-11932 ind/10m2. Junganyar berkisar antara 7808-8740 ind/10m2, Ujung Piring berkisar antara 1660-4488 ind/10m2. Kepadatan populasi total  tertinggi pada lokasi Batu Poron dan kepadatan populasi total terendah terdapat  pada lokasi Ujung Piring karena topografi, faktor fisika-kimia perairan dan adanya interaksi biologi dengan tumbuhan Enteromorpha dan Padina Sp  pada lingkungan dimana teritip itu berada. 
Kata kunci: Teritip, Substrat berbatu, Kepadatan","ABSTRACT

Barnacle are impurities animal or animal that have the ability to live in a way stick (fouling organisms). Rocky beach is one of the coastal and marine environment a combination of fertile substrate for the attachment of barnacles. The purpose of this study was to determine the type and density of Barnacles attached to the rock substrate at different locations from the survey results defined three sampling sites namely 1) the`water of the Rock Poron Kamal District, 2) Water Junganyar and 3) water Socah sub end plate bangkalan. The method used is that observational studies with transect 50x50cm2 density much as 10 point with 1m spacing perpendiculartowards the sea. Measurement of physic chemical parameters of water is done by in-situ and ex-situ. Results of analysisis of Barnacle on the location o the stone Poron ranged between 8304-11932 ind/10m2, Junganyar ranged between 7808-8740 ind/10m2, edge Dishes Range between 1660-4488 ind/10m2. The population density highest total on the location and population density Poron stone lowest total end plate located on the site due to topography water physic-chemichal factors and the interaction with the plant biology and Padina Enteromorpha Sp barnacles on the environment in which it is located.
Keywords: Barnacle, Rocky Substrate, density",Prof. dr. Ir. M. Zainuri M.Sc ,Indah Wahyuni Abida S.Pi M.Si,Ilmu Kelautan
080341100029,Reina Damayanti,Pemetaan Terumbu Karang di Perairan Pulau Tabuhan Kabupaten Banyuwangi Menggunakan Citra Satelit Quickbird,"ABSTRAK

Penelitian ini bertujuan untuk mengetahui kondisi dan penyebaran terumbu karang dengan menggunakan teknik penginderaan jauh memanfaatkan data citra satelit Quicbird dan menggunakan algoritma Lyzenga. Pengambilan data lapang menggunakan teknik LIT (Line Intercept Transect) yang dimaksudkan sebagai data pembandingnya. Hasil klasifikasi terbagi menjadi 7 kelas yaitu semak belukar, vegetasi, pasir kasar, karang hidup, karang mati, pecahan karang (rable), dan pasir halus. Luas karang hidup 142.154,79 m2 dan karang mati 118,932,215 m2. Prosentase terumbu karang pada data lapang menghasilkan 66,15 % (kedalaman 3 m) dan 65,74 % (kedalaman 10 m) yang semuanya masuk dalam kategori baik. Uji akurasi terhadap citra satelit Quicbird memberikan hasil yang cukup memadai yaitu 60 %.

Kata kunci: terumbu karang, citra satelit Quicbird, teknik LIT (Line Intercept Transect), uji akurasi","ABSTRACT

	This research’s objective is to obtain information on the condition and distribution of coral reefs ecosystem of Tabuhan Island using remote sensing technology. Quickbird satellite imagery data was used in this study with further analysis using the Lyzenga algorithm to classify the types of shallow water substrate such as sand, living coral, death coral and rubbles. An extensive field observation using the Line Intercept Transect (LIT) was also conducted to acquire on-site description of the condition of the coral ecosystem and to be used as a comparation  with the results from the satellite image analysis. Result from the image analysis showed that living coral covers approximately  142.154,79 m2 and dead coral covers 118,932,215 m2 of the shallow water substrates around the island. Moreover, from the result of field observation, it can be explained that over 66.15% (in 3 meters depth) and 65.74% (in 10 meters depth) of coral ecosystem is still in fairly good condition. Finally, accuracy test of the Quickbird image analysis gives a moderate results with 60% of the image analysis can be associated with the true condition of the island based on field observation (ground check).


Key word: Coral reef, Quickbird satellite imagery, Line Intercept Transect (LIT), and Accuracy test",Zainul Hidayah S.Pi. M.App. Sc,Maulina Kusumo Wardhani S.kel. M.Si,Ilmu Kelautan
080341100007,Vicky Fathur Rochman,"Degradasi Kadar Iodium Garam Rakyat Pada Berbagai Suhu, Waktu, dan Wadah Pemanasan","ABSTRAK
Garam lokal selama ini masih kurang dioptimalkan penggunaannya sebagai bahan baku industri, sedangkan untuk garam impor saat ini banyak berperan dalam dunia industri nasional. Faktor dari minimnya penggunaan garam rakyat  dalam dunia industri yaitu kadar NaCl yang tidak memenuhi standar SNI, selain itu juga secara alami garam rakyat sudah mengandung iodium terlalu tinggi, sehingga tidak bisa digunakan sebagai bahan pelengkap industri, khususnya industri mentega. Tujuan penelitian ini yaitu untuk menurunkan kadar iodium garam rakyat dengan mutu KWI, dengan harapan dapat menggantikan garam impor. Metode yang digunakan dalam analisis kadar NaCl yaitu menggunakan metode titrasi argenometri, sedangkan metode yang digunakan untuk menurunkan kadar iodium garam melaui pemanasan, dengan perlakuan variasi suhu, variasi waktu, variasi ukuran, dan variasi wadah sampel. Alat yang digunakan untuk analisis kadar iodium menggunakan Spektromotometri UV-Vis. Hasil analisis kadar NaCl sampel rata-rata yaitu 98,37%, Analisis kadar iodium awal diperoleh kadar iodium sebesar 4,4691 ppm. Suhu terbaik dalam menurunkan kadar iodium yaitu pada suhu 1700 C dengan waktu 120 menit, iodium turun hingga 0,8804 ppm. Waktu terbaik dalam menurunkan kadar iodium yaitu 30 menit dengan waktu 1700 C, penurunan kadar iodium akhir hingga 0,2468 ppm. Ukuran terbaik dalam menurunkan kadar iodium yaitu garam dengan ukuran halus, dan wadah terbaik untuk sampel saat pemanasan yaitu wadah crus porselin. Upaya pemanasan pada garam dapat menurunkan kadar iodium garam. 

Kata kunci: Garam, iodium, pemanasan, mentega.","ABSTRACT
Salt of the tradisionally introduced is still less optimized for use as an industrial raw material, while for the current import salt has played a part in the national industry, a factor of people's lack of use of salt in the industrial world levels of NaCl that does not under the standards of ISO, but it also naturally salt of the tradisionally already contain iodium is too high, so it can not be used as a mixture of butter. The purpose of this study are to determine levels of NaCl samples and lower iodine content of salt of the tradisionally people. The method used in the analysis of the NaCl content of argenometri titration method, whereas the method used to reduce levels of iodium salt is to use warm oven with a variety of treatments, a tool used for the analysis of these levels of iodium using UV-Vis Spektromotometri. NaCl content of the sample analysis result on average is 98.37%, analysis of the early levels iodium obtained levels of 4.4691 ppm, after heating with a temperature of 170 0 C to extration hours, iodium decreased an average of <1 ppm, this means of the treated salt heating above the boiling point can reduce levels of iodium for butter-making needs. Butter industry needs salt to levels iodium above <3 ppm, if the salt used had higher levels of iodium is too high then the butter will produce a blue color. In this study have of iodium on average <3 ppm, so it can be tested in a mixture of butter making. 

Keywords: Salt, iodine, heating, butter.","Dr. H. M. Mahfud Efendy,, S.Pi,,M.Si","Rahmad Fajar Sidik, S.Si,, M.Si",Ilmu Kelautan
070341100031,Sindu Budi H,Analisis Potensi Ekowisata Bahari di Pulau Tabuhan Kab. Banyuwangi,,"Tabuhan island is an island that has an area of  48,237 m², one of the potential can be developed on the island of Tabuhan are marine ecotourism, among others include: beaches, snorkelling and diving). The purpose of this study was to analyze the island of Tabuhan as marine ecotourism travel category seagrass, diving and snorkeling. The method used to interpret Quickbird imagery and combine data on the suitability for seagrass ecotourism, snorkeling and diving. Value suitability seagrass 49.20 (S1 or area that is less suitable for ecotourism region seagrass). Value suitability snorkling 73.64 (S2 or areas suitable for ecotourism snorkling), value congruence diving 70.37%. Island Tabuhan suitable to be used as diving and snorkeling tourist area but is less suitable for ecotourism seagrass areas.


Keywords: ecotourism, Tabuhan Island, land suitability.",Zainul Hidayah S.Pi. M.App. Sc,Prof. Ir. M. Zainuri M.Sc,Ilmu Kelautan
070341100034,Triyoga Wibawatin Sentosari,Pengaruh FeCl3 Terhadap Pertumbuhan Pakan Alami Chaetoceros calcitrans,"ABSTRAK


Chaetoceros calcitrans banyak digunakan dalam pembenihan udang karena disamping kandungan protein yang cukup tinggi. Penelitian sebelumnya pada pemberian FeCl3 (0; 0,02; 0,2; dan 2 ppm) belum memberikan pengaruh yang nyata terhadap pertumbuhan C. calcitrans, sehingga dibutuhkan penelitian dengan konsentrasi yang lebih tinggi. Tujuan dilakukan penelitian ini adalah untuk mengetahui pengaruh pemberian FeCl3 terhadap petumbuhan C. calcitrans dengan konsentrasi pupuk diatome (kontrol), 2, 4, dan 6 ppm. Hasil penelitian ini, yang diperoleh pertumbuhan C. calcitrans selama 9 hari mendapatkan hasil yang  berbeda nyata untuk pertumbuhan setiap harinya tetapi tidak berbeda nyata dari jumlah rata-rata kepadatan total selama penelitian. Jumlah kepadatan puncak pada kontrol terjadi pada hari ke-5, konsentrasi 2 dan 4 ppm terjadi pada hari ke-2, sedangkan 6 ppm di hari ke-1 dengan jumlah populasi kepadatan 321 x 104 sel/ml. Penambahan FeCl3 mampu meningkatkan jumlah kepadatan pertumbuhan C. calcitrans namun tidak untuk tingkat kelangsungan hidupnya.



Kata kunci: FeCl3, Chaetoceros calcitrans, Kepadatan.","ABSTRACT


Chaetoceros calcitrans widely used in shrimp hatcheries as well as a relatively high protein content. Previous research on the provision of FeCl3      (0; 0.02; 0.2 and 2 ppm) has not given any real effect on the growth of C. calcitrans, requiring studies with higher concentrations. Purpose of this research is to determine the effect of FeCl3 on growth of C. calcitrans with concentration of diatoms fertilizer (control), 2, 4, and 6 ppm. These results, obtained by the growth of C. calcitrans for 9 days to get significantly different results for the growth of every day, but not significantly different from the average number density of the total during the study. The number density of peaks in control occurred on day 5, 2 and 4 ppm concentration occurred on day 2, while 6 ppm on day-1, with a population density of 321 x 104 cells / ml. The addition of FeCl3 to increase the number density of the growth of C. calcitrans but not to the level of survival.



Key word : FeCl3, Chaetoceros calcitrans, Density.","Haryo Triajie S.Pi.,M.Si","Eva Ari Wahyuni S.Pd.,M.Si",Ilmu Kelautan
070341100022,MOH. ALI MUFAHHOM,"EFEKTIFITAS EM4 (Effective Microorganism) 
TERHADAP PERTUMBUHAN RUMPUT LAUT E.cottoni  
DI DESA PAKANDANGAN SANGRA KECAMATAN BLUTO 
KABUPATEN SUMENEP","Keberhasilan  budidaya  rumput  laut  tergantung  dari  kesesuaian  lahan  dan  penguasaan 
teknologi budidaya. Probiotik adalah  jasad  renik  (bakteri atau  fungi) yang  telah dikembangkan 
secara massal yang kondisinya masih sehat. Tujuan utama menggunakan probiotik adalah untuk 
memperbaiki mutu  lingkungan  secara  alami  melalui  kerja  dari  bakteri  pengurai.  Tujuan  dari 
penelitian  ini adalah untuk mengetahui efektifitas EM4  terhadap pertumbuhan  rumput  laut dan 
untuk mengetahui dosis EM4 yang dapat mempengaruhi pertumbuhan rumput laut. 
Penelitian  ini  menggunakan  metode  Rancangan  Acak  Kelompok  (RAK)  dengan  4 
perlakuan yaitu  : perendaman 0 ppm  (tanpa pemberian EM4)  (kontrol),   perendaman 10 ppm, 
perendaman 20 ppm dan perendaman 30 ppm. Selanjutnya dianalisa menggunakan ANOVA dan 
masing-masing  spesies  dianalisa.  Hasil  penelitian  ini  menunjukkan  bahwa  rumput  laut  yang 
diberi EM4 tidak memberikan pengaruh nyata terhadap ADG (Average Daily Gain) E.cottonii.","Seaweed  farming  success  depends  on  the  suitability  of  land  cultivation  and 
mastery of  technology. Probiotics are microorganisms  (bacteria or  fungi) that have 
been  developed  mass  conditions  are  still  healthy.  The  main  purpose  of  using 
probiotics  is to  improve  the quality of the environment naturally  through  the action 
of  bacterial  decomposers.  The  purpose  of  this  study  was  to  determine  the 
effectiveness of EM4 on the growth of seaweed and to determine the dose EM4 can 
affect the growth of seaweed. 
This  study  uses  randomized  block  design  (RBD)  with  4  treatments  are: 
immersion  0  ppm  (without  giving  EM4)  (control),  dipping  10  ppm,  20  ppm  and 
soaking  30  ppm.  Further  analysis  using  ANOVA  and  each  species  analyzed.  The 
results of this study indicate that seaweed given EM4 not give a significant effect on 
ADG (Average Daily Gain) E.cottonii.","Haryo Triajie, S.Pi, M.Si","Dr. H. Mahfud Effendy, S.Pi, M.Si",Ilmu Kelautan
070341100023,Moh. Baharuddin,PEMETAAN KERAPATAN DAN SEBARAN MANGROVE DENGAN MENGGUNAKAN CITRA SATELIT ASTER DI KECAMATAN UJUNG PANGKAH KABUPATEN GRESIK,"Luasan hutan mangrove mengalami tekanan ekologis dengan adanya pemukiman dan industri sehingga penyediaan informasi tentang hutan mangrove masih belum optimal, maka diperlukan adanya pemetaan hutan mangrove yang lebih akurat menggunakan teknologi penginderaan jauh dengan citra satelit. Tujuan dari penelitian ini adalah untuk mengetahui kerapatan vegetasi dan sebaran spesies hutan mangrove yang ada di Kecamatan Ujung Pangkah Kabupaten Gresik dengan menggunakan citra satelit aster. Kegiatan Penelitian ini dilaksanakan di wilayah pesisir utara Kabupaten Gresik yaitu di Kecamatan Ujung Pangkah. Metode pengumpulan data yang digunakan dalam penelitian ini adalah data primer dan data sekunder.
Nilai minimum -1,00, maximum 1,00, mean -0,03, dan Standart Deviation 0,13, total luas kelas kerapatan vegetasi 1.215,8 Km2, total luas tutupan lahan Kecamatan Ujung Pangkah 10.967,9 Km2, total luas kelas kerapatan mangrove 406,7 Km2, hasil uji akurasi confusion matrix berdasarkan ROI ground truth diperoleh nilai overall accuracy 67,76% dan Kappa Coefficient 0,63, kerapatan lebat memiliki rata-rata 254 tegakan, kerapatan sedang memiliki rata-rata 181 tegakan, kerapatan jarang memiliki rata-rata 50 tegakan. Nilai overall accuracy dan Kappa Coefficient yang diperoleh dari uji akurasi pada penelitian ini tergolong rendah bila dibandingkan dengan penelitian lain yang hanya sebesar 67,76% dengan Kappa Coefficient 0,63.

Kata Kunci : Citra Satelit Aster, Hutan Mangrove, Pemetaan, Kecamatan Ujung Pangkah.","The area of mangrove forest ecological pressure in the presence of settlements and industries that provide information about the mangrove forest is still not optimal, it is necessary mapping of mangrove forests more accurately using remote sensing technology with satellite imagery. The purpose of this study was to determine the vegetation density and distribution of mangrove species that exist in the District of Ujung Pangkah Gresik using satellite imagery daisies. The research activities carried out in the northern coastal region of Gresik is in District Ujung Pangkah. Data collection methods used in this research is primary data and secondary data.
The minimum value of -1.00, maximum 1.00, -0.03 mean and Standard Deviation 0.13, the total area of 1215.8 km2 of vegetation density classes, the total area of land cover sub Ujung Pangkah 10967.9 km2, the total area of the class density of 406.7 km2 mangrove, confusion matrix accuracy of test results based on ground truth ROI values obtained 67.76% overall accuracy and Kappa Coefficient 0.63, heavy density had an average of 254 stands, medium density had an average of 181 stands, density rarely has an average of 50 stands. Value of overall accuracy and Kappa Coefficient obtained from test accuracy in this study was relatively low when compared to other studies which only amounted to 67.76% with a Kappa Coefficient 0.63.

Keywords: Aster Satellite Imagery, Mangrove Forests, Mapping, District Ujung  
                  Pangkah.","Firman Farid Muhsoni, S.Pi, M.Sc","Indah Wahyuni Abida, S.Pi, M.Si",Ilmu Kelautan
090341100028,Siti Nur Aminah,Studi Diameter Batang dan Perakaran Mangrove Untuk Penentuan Jarak Tanam Pada Kawasan Konservasi,"Diameter batang dan jarak perakaran mangrove yang sehat, diharapkan dapat digunakan sebagai dasar penentuan jarak tanam yang optimal saat penanaman.Penelitian dilaksanakan ditiga lokasi yang berada di 1) Desa Buluh Kecamatan Socah, 2) Desa Kramat Kecamatan Bangkalan, dan 3) Desa Trekan Kecamatan Bancaran. Penentuan stasiun 1, 2, dan 3 pada masing masing lokasi penelitian arahnya tegak lurus menuju daratan, yaitu 0-10 m, 40-50 m dan 90-100 m dari tepi pantai serta mempunyai luasan 10 x 10 m. Analisis data menggunakan analisis sidik ragam, dilanjutkan dengan analisis BNT (Beda Nyata Terkecil). Analisis vegetasi indeks kesehatan mangrove (IKM) digunakan indeks nilai penting (INP) yaitu mengenai kerapatan relatif (KRi), Frekuensi relatif (FRi), dan penutupan relatif (CRi).Lokasi II di Desa Kramat Kecamatan Bangkalan karena memiliki nilai IKM tinggi sebesar 54,54% yang termasuk kategori mangrove sehat. Mangrove yang mendominasi lokasi ini adalah Rhizophora apiculata dan Avicennia alba. Rhizophora apiculata mempunyai rata-rata rata-rata perakaran 467,5 m dan diameter batang 15,7 cm; sehingga dapat diketahui perbandingan rasio 1 cm (diameter batang) : 29,7 cm (jarak perakaran). Avicennia alba mempunyai rata-rata diameter perakaran 119,5cm dan diameter batang 15,4 cm. Sehingga dapat diketahui perbandingan rasio 1 cm (diameter batang) : 7,7 cm (jarak perakaran).

Kata Kunci: Indeks Kesehatan Mangrove, Diameter Batang Dan Jarak Perakaran, Jarak Tanam","Stem diameter and distance rooting of mangrove roots are healthy, expected to be used as the basis for determining the optimum spacing when planting. Research carried out these three locations that were 1) the Village District Socah Reed, 2) Rural District Kramat Bangkalan, and 3 ) the Village District Trekan Bancaran. Determination of station 1, 2, and 3 study site direction perpendicularto the mainland, namely 0-10 m, 40-50 m, and 90-100 m from the beach and has an area of 10 x10 m. Analysis of the data using analysis of variance, followed by analysis of LSD (Least Significant Difference). Analysis of mangrove vegetation health index used importance value index (IVI) is there relative density (KRI), relative frequency (FRI), and relative closure (CRI). II location in the Village Kramat Bangkalan district because it has a high value of 54,54% of SMEs that healthy mangrove category. Mangrove which dominates the are Avicennia alba and Rhizophora apiculata. Rhizophora apiculata have an average diameter of 467,5 cm distance rooting and stem diameter 15.7 cm so as to know the ratio of 1 cm (diameter stem) : 29,7 (range rooting). Avicennia alba had average distance root of 119,6 cm and stem diameter 15.4 cm. So it can be know the ratio of 1 cm (diameter stem) : 7,7 cm (range rooting).

Keywords: Mangrove health index, stem diameter, distance rooting, distance planting","Dr. Apri Arisandi., S.Pi., M.Si","Maulinna Kusumo Wardhani., S.Kel., M.Si",Ilmu Kelautan
