Dokumen,Topik_ID,Probabilitas,Name,Representation
teliti rumus lapor biaya kualitas minimal risiko produk cacat cv kapuas inti sarana pengaruh lapor biaya kualitas tingkat profitabilitas cv kapuas inti sarana teliti tuju pengaruh lapor biaya kualitas risiko produk cacat tingkat profitabilitas usaha teliti metode deskriptif gambar fenomena deskripsi variabel asal data hasil teliti lapor biaya kualitas periodik perinci pengaruh tingkat profitabilitas usaha lapor biaya kualitas perinci kurang risiko produk cacat produk cacat kurang pengaruh tingkat jual langsung pengaruh tingkat profitabilitas usaha kunci risiko produk cacat biaya kualitas profitabilitas,4,1.0,4_rasio_profitabilitas_usaha_putar,"['rasio', 'profitabilitas', 'usaha', 'putar', 'bursa', 'efek', 'struktur', 'daftar', 'teliti', 'uang']"
tuju teliti pengaruh variabel retailing mix lokasi merchandise harga atmosfer gerai layan promosi putus beli konsumen variabel retailimg mix pengaruh putus beli konsumen idola mart kwanyar dekat teliti teliti kuantitatif teliti landas filsafat positivisme tuju uji hipotesis tetap sampel teliti konsumen beli idola mart kwanyar konsumen metode ambil sampel purposive sampling uji instrumen uji validitas reliabilitas uji asumsi klasik teknik analisis data uji hipotesis regresi linier ganda pakai uji f uji t dasar hasil teliti nilai adjusted r square besar pengaruh variabel bebas variabel ikat sisa pengaruh variabel teliti teliti dasar uji f variabel retailing mix lokasi merchandise harga atmosfer gerai layan promosi simultan pengaruh signifikan putus beli idola mart kwanyar dasar uji t parsial variabel lokasi merchandise harga layan pengaruh signifikan variabel ikat variabel atmosfer gerai promosi pengaruh variabel ikat variabel pengaruh variabel harga kunci retailing mix lokasi merchandise harga atmosfer gerai layan promosi putus beli,6,0.2991641883675459,6_marketing_unjung_puas_relationship,"['marketing', 'unjung', 'puas', 'relationship', 'experiential', 'langgan', 'variabel', 'mix', 'experience', 'promosi']"
pln badan usaha milik negara gerak bidang sedia listrik nasional pln kelola bisnis praktekpaktek baik optimalisasi sumbr daya manusia milik salah proses kembang karir tuju teliti pengaruh signifikan kembang karir semangat kerja karyawan pln cabang bangkal parsial simultan teliti sifat teliti populasi populasi teliti respondenuji kuesioner uji validitas uji reliabilitas teknik analisis data analisis regresi linier ganda uji t uji f koefisien determinasi hasil teliti variabel kembang karir prestasi kerja kenal setia orgnisasional mentor sponsor sempat tumbuh milik pengaruh positif semangat kerja karyawan variabel atas prestasi kerja variabel milik pengaruh kuat semangat kerja karyawan pln cabang bangkal kunci kembang karir semangat kerjakaryawan pln,0,0.9872444945482787,0_kerja_karyawan_pengaruh_variabel,"['kerja', 'karyawan', 'pengaruh', 'variabel', 'positif', 'signifikan', 'puas', 'nilai', 'teliti', 'pegawai']"
tuju teliti identifikasi variabelvariabel pengaruh minat ulang nasabah bri layan internet banking bri parsial simultan teliti metode kuantitatif mana populasi teliti nasabah bri kota bangkal layan internet banking bri oleh sampel responden ambil teknik purposive sampling teknik analisis regresi linier ganda hasil teliti simultan pengaruh signifikan variabel bebas persepsi manfaat persepsi mudah aman sedia fitur minat ulang internet banking parsial variabel bebas pengaruh positif signifikan minat ulang layan internet banking kecuali variabel persepsi mudah kecuali variabel persepsi mudah kunci persepsi manfaat persepsi mudah aman sedia fitur minat ulang internet banking,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
tuju teliti pengaruh variabel current ratio return on equity firm size leverage business risk bijak deviden usaha manufaktur daftar bursa efek indonesia periode dekat teliti teliti kuantitatif sampel teliti usaha manufaktur bagi deviden berturutturut periode metode ambil sampel purposive sampling uji instrumen uji asumsi klasik teknik analisis data uji hipotesis regresi linier ganda pakai uji f uji t dasar hasil teliti nilai r square dasar uji f variabel current ratio return on equity firm size leverage businees risk simultan pengaruh signifikan dividend payout ratio dasar uji t parsial variabel current ratio firm size businees risk pengaruh signifikan dividend payout ratio variabel return on equity leverage pengaruh signifikan dividend payout ratio kunci current ratio return on equity firm size leverage businees risk,3,0.7035762717401598,3_ratio_debt_equity_current,"['ratio', 'debt', 'equity', 'current', 'to', 'asset', 'on', 'usaha', 'return', 'total']"
tuju teliti pengaruh celebrity endorser iwan fals minat beli produk top coffee studi masyarakat sumur kembang lurah pejagan camat bangkal kabupaten bangkal teliti metode kuantitatif dekat survey populasi teliti masyarakat sumur kembang lurah pejagan camat bangkal kabupaten bangkal menngunakan metode sampling aksidental teliti responden desember metode kumpul data teliti lapang bagi kuesioner riset pustaka teknik olah data olah data bantu erangkat lunak spss versi for windows skala likert hasil teliti hasil uji f simultan variabel bebas trustworthiness x expertise x attractiveness x respect x similarity x pengaruh variabel ikat minet beli y produk top coffee hasil uji t parsial bukti variabel bebas trustworthiness x expertise x attractiveness x respect x similarity x pengaruh signifikan minat beli y produk top coffee simpul variabel bebas pengaruh miant beli y produk top coffee variabel trustworthiness x,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
ali rahbini pengaruh harga kualitas layan puas belanja swalayan tom jerry bangkal bawah bimbing pribanus wantara nirma kurriwati teliti tuju ukur pengaruh harga kualitas layan puas belanja swalayan tom jerry konsumen belanja swalayan tom jerry responden teliti responden data kumpul analisis regresi linier ganda alat bantu software spss hasil analisis uji hipotesis oleh harga kualitas layan pengaruh simultan puas belanja swalayan tom jerry parsial variabel harga kehandalan daya tanggap jamin empati bukti fisik pengaruh parsial puas belanja swalayan tom jerry bangkal variabel harga variabel dominan pengaruh puas belanja swalayan tom jerry bangkal kunci harga andal daya tanggap jamin empati bukti fisik,0,0.9318169285259749,0_kerja_karyawan_pengaruh_variabel,"['kerja', 'karyawan', 'pengaruh', 'variabel', 'positif', 'signifikan', 'puas', 'nilai', 'teliti', 'pegawai']"
baur ecer salah langkah pasar hasil usaha gerak bidang produksi barang jasaindah swalayan bangkal salah bisnis ecer gerak jual beli barang perhati perilaku konsumen ambil putus variabel baur ecer teori man evans foster lokasi layan produk harga suasana harga promosi tuju teliti pengaruh baur ecer lokasi layan produk harga suasana harga promosi simultan putus beli konsumen studi indah swalayan bangkal variabel baur ecer pengaruh putus beli studi indah swalayan bangkal teliti dekat dekat kuantitatif teknik ambil sampel purposive sampling respondenteknik kumpul data wawancara pustaka kuesioner skala likert ukur respondenuntuk uji instrumen uji validitas uji reliabilitas uji asumsi klasiksedangkan teknik analisis data analisis regresi linier ganda variabel variabel uji f uji t hasil teliti variabel baur ecer lokasi layan produk harga suasana harga promosi pengaruh simultan putus beli studi indah swalayan bangkalannamun variabel baur ecer pengaruh parsial putus beli indah swalayan bangakalanvariabel harga pengaruh putus beli indah swalayan bangkal kuci baur ecer lokasi layan produk harga suasana toko karyawan promosi putus beli,1,0.7935359803433213,1_produk_beli_putus_produktivitas,"['produk', 'beli', 'putus', 'produktivitas', 'kualitas', 'pengaruh', 'variabel', 'uji', 'teliti', 'harga']"
teliti tuju ukur efektivitas iklan consumer decision model cdm mahasiswa universitas trunojoyo madura responden teliti orang mahasiswa data kumpul analisis jalur path analysis alat bantu software spss hasil analisis uji hipotesis oleh pengaruh langsung pengaruh langsung signifikan pengaruh langsung signifikan pengaruh langsung pengaruh langsung signifikan pengaruh langsung signifikan kunci cdm analisis jalur pesan iklan kenal merek yakin konsumen sikap konsumen niat beli beli nyata,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
tuju teliti variabel kompensasi finansial langsung kompensasi finansial langsung kompensasi nonfinansial simultan milik pengaruh signifikan kerja karyawan variabel mana kompensasi finansial langsung kompensasi finansial langsung kompensasi nonfinansial pengaruh dominan kerja karyawan bukti hipotesis teliti alat analisis regresi linier ganda bantu spss hasil uji nilai fhitung nilai signifikan fhitung p pengaruh signifikan variabel kompensasi finansial langsung kompensasi finansial langsung kompensasi nonfinansial simultan kerja karyawan pt pos indonesia persero kantor cabang bangkal kunci kompensasi kerja karyawan,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
teliti tuju teliti didik latih pengaruh parsial simultan rangka tingkat produktivitas karyawan meniliti variabel didik pengaruh dominan tingkat produktivitas karyawan bukti hipotesis teliti alat analisis regresi linier ganda bantu spss hasil uji nilai fhitung nilai signifikan fhitung p pengaruh signifikan variabel didik latih bersamasama tingkat produktivitas karyawan pt pos indonesia persero kantor cabang bangkal koefisien determinasi ganda r r square bersamasama ubah variabel produktivitas karyawan pt pos indonesia persero cabang bangkal sebab variabel didik latih sisa sebab variabel masuk model hasil teliti variabel didik bukti benar pengaruh dominan nilai beta,1,1.0,1_produk_beli_putus_produktivitas,"['produk', 'beli', 'putus', 'produktivitas', 'kualitas', 'pengaruh', 'variabel', 'uji', 'teliti', 'harga']"
abtrak uswatun khasanah pengaruh etos kerja presatasi kerja karyawan ptpln persero diatribusi jawa timur area mojokerto kumpul data teliti mengunakan survey kuesioner kuesioner bagi karyawan pt pln persero distribusi jawa timur area mojokerto karyawan teknik analisis data meguji hipotesis regresi linier ganda pakai uji f uji t hasil analisis teliti simultan uji f etos kerja semanagt kerja disiplin kerja kerja bersamasama pengaruh signifikan prestasi kerja karyawan pt pln persero distribusi jawa timur area mojokerto parsial uji t variabel kerja semangat kerja pengaruh signifikan variabel disiplin kerja pengaruh signifikan prestasi kerja karyawan pt pln persero distribusi jawa timur area mojokerto variabel etos kerja variabel dominan pengaruh prestasi kerja karyawan simpul tingkat prestasi kerja karyawan pt pln persero distribusi jawa timur area mojokerto tingkat etos kerja kerja semangat kerja kunci etos kerja prestasi kerja,0,0.9374461864729778,0_kerja_karyawan_pengaruh_variabel,"['kerja', 'karyawan', 'pengaruh', 'variabel', 'positif', 'signifikan', 'puas', 'nilai', 'teliti', 'pegawai']"
muncul asumsi lahir budaya emis sebab budaya pengaruh anak pilih profesi emis budaya lingkung keluarga budaya pengaruh sikap peria sebab biasa hidup seharihari dasar hasil teliti pengaruh budaya perilaku emis anak kamal kab bangkal prihatin variabel variabel budaya indikator ukur budaya etnografis persepsi emis sosialisasi peran keluarga lingkung sebab profesi emis modus operandi bentuk emis praktek emis jaring emis desa variable perilaku indicator behavioral sociology terang tingkah laku akibat teory exchange of social terang kecewa hidup manusia sumber perilaku dasar hasil teliti perilaku anak sebab kecewa adnya faktor dorong budaya keluarga lingkung kunci perilaku sosial budaya,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
teliti tuju pengaruh faktorfaktor stres kerja terhdap disiplin kerja dosen universitas trunojoyo madura responden teliti orang dosen data kumpul analisis regresi linier ganda alat bantu software spss hasil analisis uji hipotesis oleh pengaruh faktorfaktor stres kerja stressor lingkung fisik stressor individu stressor kelompok stressor organisasi pengaruh disiplin kerja dosen variabel stressor lingkung fisik variabel dominan pengaruh disiplin kerja dosen universitas trunojoyo madura katakunci stressor lingkung fisik stressor individu stressor kelompok stressor organisasi disiplin kerja,0,0.9782970304428018,0_kerja_karyawan_pengaruh_variabel,"['kerja', 'karyawan', 'pengaruh', 'variabel', 'positif', 'signifikan', 'puas', 'nilai', 'teliti', 'pegawai']"
dekat teliti teliti dekat kuantitatif populasi teliti usaha liquid daftar bursa efek indonesia teknik tari sampel metode purpossive sampling analis uji regresi linier ganda bantu alat analisis statistical program for service solution spss versi hipotesis teliti duga pengaruh parsial simultan variabel rasio likuiditas current ratio struktur modal debt to equity ratio profitabilitas roe usaha liquid daftar bursa efek indonesia hasil teliti variabel current ratio parsial milik pengaruh signifikan profitabilitas roe variabel debt to equity ratio parsial milik pengaruh signifikan profitabilitas roe dasar hasil uji simultan uji f dapat hasil current ratio debt to equity ratio milik pengaruh signifikan profitabilitas perusahaanperusahaan lq kunci likuiditas current ratio struktur modal debt to equity ratio profitabilitas roe,3,1.0,3_ratio_debt_equity_current,"['ratio', 'debt', 'equity', 'current', 'to', 'asset', 'on', 'usaha', 'return', 'total']"
ana agustini dewi analisis kerja uang usaha daftar bei akuisisi studi usaha manufaktur melakuukan akuisisi jurus ekonomi manajemen fakultas ekonomi universitas trunojoyo madura teliti tuju analis beda kerja uang usaha manufaktur akuisisi teliti usaha manufaktur daftar bursa efek indonesia populasi teliti usaha manufaktur daftar bursa efek indonesia akuisisi usaha populasi pilih sample metode purposive sampling dasar kriteria usaha manufaktur daftar bei sedia lapor uang aktivitas akuisisimelakukan akuisisi usaha akuisisi ambil alih assetperusahaan akuisisi langsung anak usaha dasar kriteria oleh usaha sampel teliti sampel akuisisi akuisisi variabel teliti kerja uang usaha ukur alat analisis current ratio total asset turnover debt ratio return on investmen earning sharekelima rasio analisis metode analisis pairedsamples t test,3,0.6261821356757191,3_ratio_debt_equity_current,"['ratio', 'debt', 'equity', 'current', 'to', 'asset', 'on', 'usaha', 'return', 'total']"
tuju teliti pengaruh variabel relationship marketing untung komitmen komunikasi benar loyalitas nasabah adira finance variabel relationship marketing pengaruh loyalitas nasabah adira finance wilayah surabaya barat dasar uji f variabel relationship marketing untung komitmen komunikasi benar simultan pengaruh signifikan loyalitas nasabah adira finance wilayah surabaya barat dasar uji t parsial variabel untung komitmen benar pengaruh signifikan variabel ikat variabel komunikasi pengaruh negatif variabel ikat variabel pengaruh variabel komitmen kunci relationship marketing untung komitmen komunikasi benar loyalitas,6,1.0,6_marketing_unjung_puas_relationship,"['marketing', 'unjung', 'puas', 'relationship', 'experiential', 'langgan', 'variabel', 'mix', 'experience', 'promosi']"
tuju teliti pengaruh variabel self efficacy magnitude generality strength prestasi akademik mahasiswa prestasi universitas trunojoyo madura mana mahasiswa ambil mahasiswa ikut mawapres universitas trunojoyo madura orang teknik analisis analisis regresi linier ganda hipotesis teliti self efficacy variabel magnitude generality strength pengaruh prestasi akademik dasar uji hipotesis terima temu teliti variabel self efficacy teridiri magnitude generality strength pengaruh signifikan prestasi akademik mawapres universitas trunojoyo madura oleh nilai r variabel magnitude generality strength pengaruh prestasi akademik sisa pengaruh faktor variabel teliti kunci self efficacy prestasi akademik,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
muhammad sholeh pengaruh iklan televisi putus konsumen pakai kartu seluler xl camat geger bawah bimbing bambang setiyo pambudi mm suyono msm teliti tuju pengaruh iklan putus konsumen kartu seluler xl masyarakat camat geger kabupaten bangkal responden teliti responden data kumpul analisis regresi linier ganda alat bantu software spss hasil analisis uji hipotesis oleh pengaruh iklan isi pesan struktur pesan format pesan sumber pesan pengaruh signifikan putus konsumen kartu seluler xl uji parsial variabel isi pesan variabel dominan pengaruh putus konsumen kartu seluler xl camat geger keywords isi pesan struktur pesan format pesan sumber pesan,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
objek teliti beli produk xl camat bangkal sampel konsumen teknik analisis data meguji hipotesis regresi linier ganda pakai uji f uji t dasar hasil teliti model regresi linier ganda sistematis hasil analisis teliti simultan uji f baur pasar produk harga promosi distribusi bersamasama pengaruh signifikan putus beli produk xl camat bangkalansecara parsial uji t variabel promosi distribusi pengaruh signifikan variabel produk harga pengaruh signifikan putus beli produk xl camat bangkal variabel distribusi pengaruh putus beli simpul tingkat putus beli produk xl camat bangkal tingkat strategi baur pasar segi promosi distribusi,1,0.9427670996214444,1_produk_beli_putus_produktivitas,"['produk', 'beli', 'putus', 'produktivitas', 'kualitas', 'pengaruh', 'variabel', 'uji', 'teliti', 'harga']"
intention of this research is to know influence of location ofis effort x and service quality xterhadap decision of purchasing y and also to know variable whichsuch having bigger ppengaruh at decision of purchasing at home eat depot of soto glorious asih of lamongan this research use quantitative method with approach of survey this research population is entireall consumer doingconducting purchasing at home eat depot of soto glorious asih of lamongan method the used is method of accidental sampling hence this research get responder method data collecting research into library result of this research mention location of is effort x and service quality x influence variable tied that is decision of purchasing y while result of from test of t parsial prove that free variable consisting of location ofis effort x and service quality x by simultan or together influence variable decision of purchasing y of this parsial research can be concluded that from both free variable a location of is effort x which have bigger influence to decision of purchasing y is the quality of service x keywords business location quality of service purchase decision,6,0.43898869521666134,6_marketing_unjung_puas_relationship,"['marketing', 'unjung', 'puas', 'relationship', 'experiential', 'langgan', 'variabel', 'mix', 'experience', 'promosi']"
tuju teliti tingkat bangkrut usaha makan minum daftar bursa efek indonesia teliti usaha kondisi bangkrut analisis altman oleh ingat tandatanda bangkrut metode teliti teliti metode diskriptif teliti ambil usaha makan minum daftar bursa efek indonesia periode usaha jadi populasi teliti teliti teknik purposive sampling hasil usaha sampel teliti hasil teliti analisis altman zscore usaha makan minum daftar bursa efek indonesia usaha bangkrut usaha kritis usaha sehat usaha bangkrut usaha kritis usaha sehat usaha bangkrut usaha kritis usaha sehat usaha bangkrut usaha kritis usaha sehat usaha usaha kritis usaha sehat kunci bangkrut analisis altman zscore,-1,0.0,-1_usaha_teliti_pengaruh_kerja,"['usaha', 'teliti', 'pengaruh', 'kerja', 'variabel', 'karyawan', 'signifikan', 'nilai', 'hasil', 'analisis']"
naik harga sebab minta beli saham alami turun sebab harga saham fluktuatif hindar kondisi usaha turun harga saham kisar harga tarik minat investor beli pecah saham stock split dasar teliti stock split masalah teliti hasil teliti berbedabeda teliti teliti usaha daftar bei pecah saham teliti analisis uji paired sample test periode amat t stock split t stock split metode penetuan sampel purposive sampling dasar hasil teliti hipotesis beda ratarata return saham pecah saham hipotesis beda tva pecah saham harga saham volume dagang saham tingkat kunci stock split gera harga saham volume dagang saham tva,19,1.0,19_split_stock_saham_volume,"['split', 'stock', 'saham', 'volume', 'dagang', 'beda', 'go', 'public', 'usaha', 'return']"
